ThreadId,ThreadName,TimerId,TimerName,StartTime,EndTime,Duration,Depth
2,GameThread,7537,FPhysScene_Chaos::OnSyncBodies-FSingleParticlePhysicsProxy,58.4490295,58.4490296,0.000000100,19
2,GameThread,7537,FPhysScene_Chaos::OnSyncBodies-FSingleParticlePhysicsProxy,58.4490297,58.4490297,0.000000000,19
2,GameThread,7537,FPhysScene_Chaos::OnSyncBodies-FSingleParticlePhysicsProxy,58.4490298,58.4490299,0.000000100,19
2,GameThread,7537,FPhysScene_Chaos::OnSyncBodies-FSingleParticlePhysicsProxy,58.44903,58.44903,0.000000000,19
2,GameThread,7537,FPhysScene_Chaos::OnSyncBodies-FSingleParticlePhysicsProxy,58.4490302,58.4490306,0.000000400,19
2,GameThread,7537,FPhysScene_Chaos::OnSyncBodies-FSingleParticlePhysicsProxy,58.4490307,58.4490309,0.000000200,19
2,GameThread,7537,FPhysScene_Chaos::OnSyncBodies-FSingleParticlePhysicsProxy,58.449031,58.4490313,0.000000300,19
2,GameThread,7537,FPhysScene_Chaos::OnSyncBodies-FSingleParticlePhysicsProxy,58.4490314,58.4490315,0.000000100,19
2,GameThread,7537,FPhysScene_Chaos::OnSyncBodies-FSingleParticlePhysicsProxy,58.4490316,58.4490319,0.000000300,19
2,GameThread,7537,FPhysScene_Chaos::OnSyncBodies-FSingleParticlePhysicsProxy,58.449032,58.4490321,0.000000100,19
2,GameThread,7537,FPhysScene_Chaos::OnSyncBodies-FSingleParticlePhysicsProxy,58.4490322,58.4490324,0.000000200,19
2,GameThread,7537,FPhysScene_Chaos::OnSyncBodies-FSingleParticlePhysicsProxy,58.4490326,58.4490328,0.000000200,19
2,GameThread,7537,FPhysScene_Chaos::OnSyncBodies-FSingleParticlePhysicsProxy,58.4490329,58.449033,0.000000100,19
2,GameThread,7537,FPhysScene_Chaos::OnSyncBodies-FSingleParticlePhysicsProxy,58.4490331,58.4490334,0.000000300,19
2,GameThread,7537,FPhysScene_Chaos::OnSyncBodies-FSingleParticlePhysicsProxy,58.449034,58.4490344,0.000000400,19
2,GameThread,7537,FPhysScene_Chaos::OnSyncBodies-FSingleParticlePhysicsProxy,58.4490346,58.4490348,0.000000200,19
2,GameThread,7537,FPhysScene_Chaos::OnSyncBodies-FSingleParticlePhysicsProxy,58.449035,58.4490351,0.000000100,19
2,GameThread,7537,FPhysScene_Chaos::OnSyncBodies-FSingleParticlePhysicsProxy,58.4490353,58.4490354,0.000000100,19
2,GameThread,7537,FPhysScene_Chaos::OnSyncBodies-FSingleParticlePhysicsProxy,58.4490356,58.4490358,0.000000200,19
2,GameThread,7537,FPhysScene_Chaos::OnSyncBodies-FSingleParticlePhysicsProxy,58.4490359,58.4490361,0.000000200,19
2,GameThread,7537,FPhysScene_Chaos::OnSyncBodies-FSingleParticlePhysicsProxy,58.4490362,58.4490363,0.000000100,19
2,GameThread,7537,FPhysScene_Chaos::OnSyncBodies-FSingleParticlePhysicsProxy,58.4490366,58.4490367,0.000000100,19
2,GameThread,7537,FPhysScene_Chaos::OnSyncBodies-FSingleParticlePhysicsProxy,58.4490368,58.449037,0.000000200,19
2,GameThread,7537,FPhysScene_Chaos::OnSyncBodies-FSingleParticlePhysicsProxy,58.4490371,58.4490374,0.000000300,19
2,GameThread,7537,FPhysScene_Chaos::OnSyncBodies-FSingleParticlePhysicsProxy,58.4490375,58.4490376,0.000000100,19
2,GameThread,7537,FPhysScene_Chaos::OnSyncBodies-FSingleParticlePhysicsProxy,58.4490377,58.4490378,0.000000100,19
2,GameThread,7537,FPhysScene_Chaos::OnSyncBodies-FSingleParticlePhysicsProxy,58.4490379,58.4490381,0.000000200,19
2,GameThread,7537,FPhysScene_Chaos::OnSyncBodies-FSingleParticlePhysicsProxy,58.4490382,58.4490383,0.000000100,19
2,GameThread,7537,FPhysScene_Chaos::OnSyncBodies-FSingleParticlePhysicsProxy,58.4490385,58.4490386,0.000000100,19
2,GameThread,7537,FPhysScene_Chaos::OnSyncBodies-FSingleParticlePhysicsProxy,58.4490388,58.449039,0.000000200,19
2,GameThread,5082,Process Geometry Collections Proxies,58.4490394,58.4490395,0.000000100,18
2,GameThread,5083,Process Cluster Union Proxies,58.4490397,58.4490399,0.000000200,18
2,GameThread,5085,Pull Constraints,58.4490402,58.4490442,0.000004000,17
2,GameThread,5086,STAT_HandleCollisionEvents,58.4490518,58.449055,0.000003200,16
2,GameThread,5087,STAT_HandleGlobalCollisionEvents,58.4490546,58.4490549,0.000000300,17
2,GameThread,5088,STAT_HandleGlobalBreakingEvents,58.4490569,58.449057,0.000000100,16
2,GameThread,5089,STAT_HandleGlobalRemovalEvents,58.44906,58.4490603,0.000000300,16
2,GameThread,5090,STAT_HandleGlobalCrumblingEvents,58.449062,58.4490622,0.000000200,16
2,GameThread,5091,SQ - Update Materials,58.4490628,58.4490658,0.000003000,16
2,GameThread,49,ExecuteTask,58.4490738,58.4490755,0.000001700,12
2,GameThread,250,FReturnGraphTask,58.4490746,58.4490753,0.000000700,13
2,GameThread,4985,STAT_ResetTickGroup,58.4490783,58.4490792,0.000000900,11
2,GameThread,4613,STAT_TickTask_RunTickGroup_BlockTillComplete,58.4490797,58.4490799,0.000000200,9
2,GameThread,4617,TG_PostPhysics,58.4490812,58.4491559,0.000074700,8
2,GameThread,4610,ReleaseTickGroup,58.4490823,58.4490869,0.000004600,9
2,GameThread,4611,STAT_DispatchTickGroup,58.4490827,58.4490868,0.000004100,10
2,GameThread,4612,ReleaseTickGroup Block,58.4490871,58.4491553,0.000068200,9
2,GameThread,4975,TickCompletionEvents,58.4490872,58.4491552,0.000068000,10
2,GameThread,4976,ProcessUntilTasksComplete,58.4490874,58.4491529,0.000065500,11
2,GameThread,49,ExecuteTask,58.4490892,58.4490927,0.000003500,12
2,GameThread,4977,FTickFunctionTask,58.4490897,58.4490924,0.000002700,13
2,GameThread,4978,PSC Manager Tick [GT],58.4490907,58.4490923,0.000001600,14
2,GameThread,49,ExecuteTask,58.4490934,58.4490995,0.000006100,12
2,GameThread,4977,FTickFunctionTask,58.4490935,58.4490993,0.000005800,13
2,GameThread,4601,Niagara Manager Tick [GT],58.4490952,58.449099,0.000003800,14
2,GameThread,4654,GT Total,58.4490959,58.449099,0.000003100,15
2,GameThread,4979,FNiagaraDataChannelManager::Tick,58.4490973,58.4490978,0.000000500,16
2,GameThread,4982,Niagara Manager Update Scalability Managers [GT],58.4490987,58.4490989,0.000000200,16
2,GameThread,49,ExecuteTask,58.4491003,58.4491151,0.000014800,12
2,GameThread,4977,FTickFunctionTask,58.4491004,58.4491148,0.000014400,13
2,GameThread,7421,Mass Phase Tick,58.4491012,58.4491147,0.000013500,14
2,GameThread,7422,Mass Total Frame Time,58.4491014,58.4491146,0.000013200,15
2,GameThread,7538,FMassProcessingPhase::ExecuteTick EMassProcessingPhase::PostPhysics,58.4491067,58.4491145,0.000007800,16
2,GameThread,7539,MassVisualizationComponent EndVisualChanges,58.4491111,58.4491125,0.000001400,17
2,GameThread,7540,Mass Visualization EndVisualChanges,58.4491117,58.4491124,0.000000700,18
2,GameThread,7539,MassVisualizationComponent EndVisualChanges,58.4491131,58.4491138,0.000000700,17
2,GameThread,7540,Mass Visualization EndVisualChanges,58.4491132,58.4491136,0.000000400,18
2,GameThread,49,ExecuteTask,58.4491158,58.4491308,0.000015000,12
2,GameThread,4977,FTickFunctionTask,58.4491159,58.4491305,0.000014600,13
2,GameThread,4991,FActorComponentTickFunction::ExecuteTick,58.4491165,58.4491305,0.000014000,14
2,GameThread,6805,WingmanRelay,58.4491176,58.4491304,0.000012800,15
2,GameThread,49,ExecuteTask,58.4491315,58.4491489,0.000017400,12
2,GameThread,4977,FTickFunctionTask,58.4491316,58.4491487,0.000017100,13
2,GameThread,4991,FActorComponentTickFunction::ExecuteTick,58.4491321,58.4491486,0.000016500,14
2,GameThread,6867,CommanderSpringArm,58.4491325,58.4491485,0.000016000,15
2,GameThread,6686,UpdateChildTransforms,58.4491392,58.4491484,0.000009200,16
2,GameThread,3944,UpdateComponentToWorld,58.4491401,58.4491484,0.000008300,17
2,GameThread,6868,PerspectiveCamera,58.4491404,58.4491483,0.000007900,18
2,GameThread,6686,UpdateChildTransforms,58.4491426,58.4491481,0.000005500,19
2,GameThread,3944,UpdateComponentToWorld,58.4491431,58.4491466,0.000003500,20
2,GameThread,6685,CameraProxyMeshComponent,58.4491432,58.4491465,0.000003300,21
2,GameThread,3944,UpdateComponentToWorld,58.4491471,58.449148,0.000000900,20
2,GameThread,6687,DrawFrustumComponent,58.4491473,58.4491479,0.000000600,21
2,GameThread,49,ExecuteTask,58.4491502,58.4491514,0.000001200,12
2,GameThread,4977,FTickFunctionTask,58.4491502,58.4491513,0.000001100,13
2,GameThread,4991,FActorComponentTickFunction::ExecuteTick,58.4491505,58.4491512,0.000000700,14
2,GameThread,6868,PerspectiveCamera,58.4491506,58.4491512,0.000000600,15
2,GameThread,4985,STAT_ResetTickGroup,58.4491532,58.4491551,0.000001900,11
2,GameThread,4613,STAT_TickTask_RunTickGroup_BlockTillComplete,58.4491554,58.4491555,0.000000100,9
2,GameThread,4618,GT Tickable Time,58.4491577,58.4493418,0.000184100,7
2,GameThread,4619,FTimerManager,58.4491585,58.4492638,0.000105300,8
2,GameThread,4620,FTimerManager_Tick,58.4491588,58.4492637,0.000104900,9
2,GameThread,8049,GuLiCommanderMiniMapWidget,58.4491641,58.449262,0.000097900,10
2,GameThread,386,SWidget::Invalidate,58.4492596,58.4492617,0.000002100,11
2,GameThread,4621,TickableGameObjects Time,58.4492645,58.4493418,0.000077300,8
2,GameThread,4622,UWorldPartitionSubsystem,58.4492753,58.4492757,0.000000400,9
2,GameThread,4623,UDataflowSimulationManager,58.4492772,58.4492806,0.000003400,9
2,GameThread,4624,ULandscapeSubsystem,58.4492838,58.4493171,0.000033300,9
2,GameThread,4625,LandscapeSubsystem Tick,58.4492845,58.4493168,0.000032300,10
2,GameThread,4626,ULandscapeSubsystem::Tick,58.4492846,58.4493167,0.000032100,11
2,GameThread,4627,FLandscapeGrassMapsBuilder::UpdateTrackedComponents,58.4493022,58.4493128,0.000010600,12
2,GameThread,4628,Update Component GrassMap ,58.4493027,58.4493124,0.000009700,13
2,GameThread,4629,UAutoDestroySubsystem,58.4493176,58.4493179,0.000000300,9
2,GameThread,4630,UCompositeCoreSubsystem,58.449319,58.4493193,0.000000300,9
2,GameThread,4631,UZoneGraphSubsystem,58.4493212,58.4493216,0.000000400,9
2,GameThread,4636,UGuLiCombatEffectPresentationSubsystem,58.4493238,58.4493297,0.000005900,9
2,GameThread,4637,GuLiCombatEffects_Presentation,58.4493244,58.4493296,0.000005200,10
2,GameThread,4634,UGuLiCommanderResourceAdapter,58.4493307,58.4493311,0.000000400,9
2,GameThread,4635,UGuLiResourceWorldSubsystem,58.4493317,58.4493326,0.000000900,9
2,GameThread,6738,UGuLiWingmanQASubsystem,58.4493338,58.4493353,0.000001500,9
2,GameThread,4640,UZoneGraphAnnotationSubsystem,58.4493369,58.4493373,0.000000400,9
2,GameThread,4641,UMassSignalSubsystem,58.4493382,58.4493387,0.000000500,9
2,GameThread,4642,UMassComponentHitSubsystem,58.4493401,58.4493406,0.000000500,9
2,GameThread,4643,UMassLookAtSubsystem,58.4493411,58.4493412,0.000000100,9
2,GameThread,4644,Update Camera Time,58.4493424,58.4493726,0.000030200,7
2,GameThread,4645,UpdateStreamingState Time,58.4493733,58.4493795,0.000006200,7
2,GameThread,4646,Update Streaming State,58.4493768,58.4493781,0.000001300,8
2,GameThread,4647,UWorldPartitionSubsystem::UpdateStreamingState,58.4493772,58.449378,0.000000800,9
2,GameThread,4648,ULevelInstanceSubsystem::UpdateStreamingState,58.4493793,58.4493794,0.000000100,8
2,GameThread,4606,Tick Time,58.4493796,58.450815,0.001435400,7
2,GameThread,4649,TG_PostUpdateWork,58.4493799,58.4505852,0.001205300,8
2,GameThread,4610,ReleaseTickGroup,58.4493817,58.4493849,0.000003200,9
2,GameThread,4611,STAT_DispatchTickGroup,58.4493821,58.4493849,0.000002800,10
2,GameThread,4612,ReleaseTickGroup Block,58.4493851,58.4505845,0.001199400,9
2,GameThread,4975,TickCompletionEvents,58.4493851,58.4505844,0.001199300,10
2,GameThread,4976,ProcessUntilTasksComplete,58.4493853,58.4505829,0.001197600,11
2,GameThread,49,ExecuteTask,58.4493862,58.449388,0.000001800,12
2,GameThread,4977,FTickFunctionTask,58.4493863,58.4493879,0.000001600,13
2,GameThread,4978,PSC Manager Tick [GT],58.4493869,58.4493878,0.000000900,14
2,GameThread,49,ExecuteTask,58.4493886,58.4493918,0.000003200,12
2,GameThread,4977,FTickFunctionTask,58.4493886,58.4493917,0.000003100,13
2,GameThread,4601,Niagara Manager Tick [GT],58.4493894,58.4493915,0.000002100,14
2,GameThread,4654,GT Total,58.4493897,58.4493915,0.000001800,15
2,GameThread,4979,FNiagaraDataChannelManager::Tick,58.4493905,58.4493906,0.000000100,16
2,GameThread,4982,Niagara Manager Update Scalability Managers [GT],58.4493913,58.4493914,0.000000100,16
2,GameThread,49,ExecuteTask,58.4493922,58.4493975,0.000005300,12
2,GameThread,4977,FTickFunctionTask,58.4493923,58.4493973,0.000005000,13
2,GameThread,4991,FActorComponentTickFunction::ExecuteTick,58.4493929,58.4493973,0.000004400,14
2,GameThread,3981,ChaosDebugDrawComponent,58.4493933,58.4493972,0.000003900,15
2,GameThread,49,ExecuteTask,58.4493979,58.4504877,0.001089800,12
2,GameThread,4977,FTickFunctionTask,58.449398,58.4504873,0.001089300,13
2,GameThread,7888,GuLiCommanderPresentationActor,58.4493986,58.450487,0.001088400,14
2,GameThread,7896,GuLiCommanderPresentation_RebuildLocalInstances,58.4493996,58.4504867,0.001087100,15
2,GameThread,8197,UInstancedStaticMeshComponent::BatchUpdateInstancesTransforms,58.4503317,58.4503985,0.000066800,16
2,GameThread,8197,UInstancedStaticMeshComponent::BatchUpdateInstancesTransforms,58.4504075,58.4504757,0.000068200,16
2,GameThread,49,ExecuteTask,58.4504894,58.4505821,0.000092700,12
2,GameThread,4977,FTickFunctionTask,58.4504899,58.4505819,0.000092000,13
2,GameThread,8051,GuLiCommanderHealthBarRenderer,58.4504909,58.4505818,0.000090900,14
2,GameThread,8059,GuLiCommanderHealthBars_UpdateInstances,58.4504919,58.4505816,0.000089700,15
2,GameThread,4985,STAT_ResetTickGroup,58.4505835,58.4505844,0.000000900,11
2,GameThread,4613,STAT_TickTask_RunTickGroup_BlockTillComplete,58.4505847,58.4505848,0.000000100,9
2,GameThread,4650,TG_LastDemotable,58.4505856,58.4508143,0.000228700,8
2,GameThread,4610,ReleaseTickGroup,58.4505864,58.4505887,0.000002300,9
2,GameThread,4611,STAT_DispatchTickGroup,58.4505866,58.4505887,0.000002100,10
2,GameThread,4612,ReleaseTickGroup Block,58.4505888,58.4508139,0.000225100,9
2,GameThread,4975,TickCompletionEvents,58.4505889,58.4508139,0.000225000,10
2,GameThread,4976,ProcessUntilTasksComplete,58.4505891,58.4508129,0.000223800,11
2,GameThread,49,ExecuteTask,58.4505899,58.4505932,0.000003300,12
2,GameThread,4977,FTickFunctionTask,58.45059,58.4505931,0.000003100,13
2,GameThread,4601,Niagara Manager Tick [GT],58.4505913,58.450593,0.000001700,14
2,GameThread,4654,GT Total,58.4505915,58.4505929,0.000001400,15
2,GameThread,4979,FNiagaraDataChannelManager::Tick,58.4505919,58.4505923,0.000000400,16
2,GameThread,4982,Niagara Manager Update Scalability Managers [GT],58.4505927,58.4505929,0.000000200,16
2,GameThread,49,ExecuteTask,58.4505936,58.4505948,0.000001200,12
2,GameThread,4977,FTickFunctionTask,58.4505937,58.4505947,0.000001000,13
2,GameThread,4978,PSC Manager Tick [GT],58.4505942,58.4505946,0.000000400,14
2,GameThread,49,ExecuteTask,58.4505954,58.4508124,0.000217000,12
2,GameThread,4977,FTickFunctionTask,58.4505955,58.4508121,0.000216600,13
2,GameThread,7421,Mass Phase Tick,58.4505964,58.450812,0.000215600,14
2,GameThread,7422,Mass Total Frame Time,58.4505967,58.4508119,0.000215200,15
2,GameThread,7541,FMassProcessingPhase::ExecuteTick EMassProcessingPhase::FrameEnd,58.4506008,58.4508119,0.000211100,16
2,GameThread,8187,Mass Flush Commands,58.4506038,58.4508116,0.000207800,17
2,GameThread,8188,MassDeferredCommand_Execute,58.4506067,58.4507949,0.000188200,18
2,GameThread,4985,STAT_ResetTickGroup,58.4508131,58.4508139,0.000000800,11
2,GameThread,4613,STAT_TickTask_RunTickGroup_BlockTillComplete,58.4508141,58.4508141,0.000000000,9
2,GameThread,3578,LevelInstanceSubsystem,58.4508165,58.4508166,0.000000100,7
2,GameThread,4651,bDoingActorTicks,58.4508169,58.4508319,0.000015000,7
2,GameThread,4606,Tick Time,58.4508171,58.4508319,0.000014800,8
2,GameThread,4652,FWorldDelegates::OnWorldPostActorTick,58.4508172,58.4508308,0.000013600,9
2,GameThread,4653,UDataflowSimulationManager::OnWorldPostActorTick,58.4508188,58.4508206,0.000001800,10
2,GameThread,4601,Niagara Manager Tick [GT],58.4508222,58.4508231,0.000000900,10
2,GameThread,4654,GT Total,58.4508223,58.4508231,0.000000800,11
2,GameThread,4655,STAT_NiagaraPostActorTick_GT,58.4508226,58.450823,0.000000400,12
2,GameThread,4656,UChaosDebugDrawSubsystem::StaticOnWorldTickEnd,58.4508244,58.4508306,0.000006200,10
2,GameThread,4657,FinishAsyncTrace,58.4508309,58.4508319,0.000001000,9
2,GameThread,4658,Finish Async Trace Time,58.4508312,58.4508318,0.000000600,10
2,GameThread,4659,NetBroadcastTickTime,58.4508322,58.4509613,0.000129100,7
2,GameThread,4660,Net Broadcast Tick Time,58.4508323,58.4509613,0.000129000,8
2,GameThread,4589,NetDriver TickFlush,58.4508349,58.4509608,0.000125900,9
2,GameThread,4590,GameNetDriver,58.4508358,58.4509607,0.000124900,10
2,GameThread,4591,NetConnection Tick,58.4508467,58.4509367,0.000090000,11
2,GameThread,4973,STAT_NetConnection_TickChannels,58.4508505,58.4508538,0.000003300,12
2,GameThread,5196,PacketHandler Outgoing_Internal,58.4508622,58.4508678,0.000005600,12
2,GameThread,5186,IpConnection Socket SendTo,58.4508698,58.4509319,0.000062100,12
2,GameThread,4974,STAT_NetConnection_TickPacketHandler,58.4509347,58.4509359,0.000001200,12
2,GameThread,4592,STAT_NetDriver_TickClientConnections,58.4509374,58.4509375,0.000000100,11
2,GameThread,4593,Update Unmapped Objects Time,58.4509383,58.450941,0.000002700,11
2,GameThread,4595,NetDriver TickFlush GatherStats,58.4509419,58.4509439,0.000002000,11
2,GameThread,4661,BroadcastPostTickFlush,58.4509614,58.4509644,0.000003000,7
2,GameThread,4662,UpdateSpeedTreeWind,58.4509645,58.4509676,0.000003100,7
2,GameThread,4663,FXSystem,58.4509677,58.4509814,0.000013700,7
2,GameThread,4664,FRenderCommandPipe_StopRecording,58.4509707,58.4509753,0.000004600,8
2,GameThread,4562,FRenderCommandPipe_StartRecording,58.4509796,58.4509813,0.000001700,8
2,GameThread,4665,ConditionalCollectGarbage,58.4509816,58.4509848,0.000003200,7
2,GameThread,4666,STAT_ConditionalCollectGarbage,58.4509823,58.4509848,0.000002500,8
2,GameThread,7545,GC Sweep Time,58.4509841,58.4509846,0.000000500,9
2,GameThread,8228,STAT_RecordTickCountsToCSV,58.4509855,58.4510062,0.000020700,7
2,GameThread,8229,STAT_RecordActorCountsToCSV,58.4510064,58.4510081,0.000001700,7
2,GameThread,4601,Niagara Manager Tick [GT],58.4510124,58.4510163,0.000003900,7
2,GameThread,4667,STAT_NiagaraDebugHUD,58.4510138,58.4510148,0.000001000,8
2,GameThread,4668,FNiagaraDataChannelManager::EndFrame,58.4510158,58.4510163,0.000000500,8
2,GameThread,4669,STAT_UGameEngine_Tick_CheckCaptures,58.4510187,58.4510208,0.000002100,5
2,GameThread,4671,STAT_SkylightCaptures,58.4510192,58.4510195,0.000000300,6
2,GameThread,4672,STAT_UGameEngine_Tick_ConditionalCommitMapChange,58.4510216,58.4510219,0.000000300,5
2,GameThread,4621,TickableGameObjects Time,58.4510226,58.4510545,0.000031900,5
2,GameThread,4674,FNiagaraShaderQueueTickable,58.4510242,58.4510251,0.000000900,6
2,GameThread,4675,FSlateRHIResourceManager,58.4510261,58.4510266,0.000000500,6
2,GameThread,4676,FEnhancedInputModule,58.4510281,58.4510385,0.000010400,6
2,GameThread,4677,FEnhancedInputModule::Tick,58.4510286,58.4510384,0.000009800,7
2,GameThread,212,ForEachObjectOfClass,58.4510309,58.4510333,0.000002400,8
2,GameThread,213,ForEachObjectOfClasses_Implementation,58.4510317,58.4510332,0.000001500,9
2,GameThread,4683,FTickableTakeRecorder,58.4510397,58.4510398,0.000000100,6
2,GameThread,4684,FTickableCacheTrackRecorder,58.4510408,58.4510409,0.000000100,6
2,GameThread,4685,FDelayedVisualizerSpawner,58.4510418,58.4510427,0.000000900,6
2,GameThread,4686,UMVVMBindingSubsystem,58.4510445,58.4510462,0.000001700,6
2,GameThread,4687,MVVM Bindings,58.4510457,58.451046,0.000000300,7
2,GameThread,6748,FStreamableDelegateDelayHelper,58.4510477,58.451048,0.000000300,6
2,GameThread,5092,STAT_UGameEngine_Tick_GetWorldContextFromHandleChecked,58.4510549,58.4510551,0.000000200,5
2,GameThread,4688,STAT_Media_TickFetch,58.451056,58.4510596,0.000003600,5
2,GameThread,4689,MediaUtils MediaPlayerFacade TickFetch,58.4510585,58.4510595,0.000001000,6
